,zstat,pvalue
"1,1",0.6262332922719267,0.531161933409452
"1,2",0.17637761174410374,0.8599972921687324
"2,1",2.886078499584036,0.003900748512294528
"2,2",2.209690728416237,0.027126633658092425
"3,1",0.23841012740938186,0.8115630133254075
"3,2",1.4040684235006937,0.1602984753755512
